"","article.id","segment_n","just.dist","season","matrix_type","edge_orient","edge_age_years","AT_var","AT_var_n","varpercent.at","PAR_var","PAR_var_n","varpercent.par","RH_var","RH_var_n","varpercent.rh","SM_var","SM_var_n","varpercent.sm","ST_var","ST_var_n","varpercent.st","VPD_var","VPD_var_n","varpercent.vpd","WS_var","WS_var_n","varpercent.ws","idseg"
"439","53","a",30,NA,"eucalyptus.farm","NE",NA,"CI",2,0,NA,NA,NA,"CI",4.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 a"
"440","53","b",-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",4.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 b"
"441","53","b",0,NA,"eucalyptus.farm","NE",NA,"CI",2.1,14,NA,NA,NA,"CI",4.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 b"
"442","53","b",10,NA,"eucalyptus.farm","NE",NA,"CI",2,8,NA,NA,NA,"CI",4.15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 b"
"443","53","b",20,NA,"eucalyptus.farm","NE",NA,"CI",1.95,5,NA,NA,NA,"CI",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 b"
"444","53","b",30,NA,"eucalyptus.farm","NE",NA,"CI",1.85,0,NA,NA,NA,"CI",3.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53 b"
"445","55","1",0,"wet","powerline",NA,15,"SE",1.27,0,"SE",3.65,99,NA,NA,NA,"SE",3.06,-10,NA,NA,NA,"SE",0.3,0,NA,NA,NA,"55 1"
"446","55","1",2,"wet","powerline",NA,15,"SE",0.95,0,"SE",3.21,75,NA,NA,NA,"SE",3.4,0,NA,NA,NA,"SE",0.16,0,NA,NA,NA,"55 1"
"447","55","1",4,"wet","powerline",NA,15,"SE",0.87,0,"SE",7.12,289,NA,NA,NA,"SE",3.4,0,NA,NA,NA,"SE",0.21,0,NA,NA,NA,"55 1"
"448","55","1",8,"wet","powerline",NA,15,"SE",0.64,0,"SE",3.81,108,NA,NA,NA,"SE",2.04,-40,NA,NA,NA,"SE",0.21,0,NA,NA,NA,"55 1"
"449","55","1",12,"wet","powerline",NA,15,"SE",0.6,0,"SE",0.27,-85,NA,NA,NA,"SE",4.76,40,NA,NA,NA,"SE",0.19,0,NA,NA,NA,"55 1"
"450","55","1",16,"wet","powerline",NA,15,"SE",0.58,0,"SE",0.95,-48,NA,NA,NA,"SE",3.06,-10,NA,NA,NA,"SE",0.22,0,NA,NA,NA,"55 1"
"451","55","1",20,"wet","powerline",NA,15,"SE",0.42,0,"SE",0.5,-73,NA,NA,NA,"SE",3.74,10,NA,NA,NA,"SE",0.24,0,NA,NA,NA,"55 1"
"452","55","1",25,"wet","powerline",NA,15,"SE",0.71,0,"SE",3.72,103,NA,NA,NA,"SE",1.36,-60,NA,NA,NA,"SE",0.3,0,NA,NA,NA,"55 1"
"453","55","1",30,"wet","powerline",NA,15,"SE",0.51,0,"SE",2.64,44,NA,NA,NA,"SE",1.36,-60,NA,NA,NA,"SE",0.25,0,NA,NA,NA,"55 1"
"454","55","1",50,"wet","powerline",NA,15,"SE",0.22,0,"SE",4.19,129,NA,NA,NA,"SE",3.06,-10,NA,NA,NA,"SE",0.15,0,NA,NA,NA,"55 1"
"455","55","1",100,"wet","powerline",NA,15,"SE",0,NA,"SE",1.83,0,NA,NA,NA,"SE",3.4,0,NA,NA,NA,"SE",0,NA,NA,NA,NA,"55 1"
"456","55","2",0,"dry","highway",NA,15,"SE",0.67,0,"SE",7.42,438,NA,NA,NA,"SE",3.54,-59,NA,NA,NA,"SE",0.11,0,NA,NA,NA,"55 2"
"457","55","2",2,"dry","highway",NA,15,"SE",0.51,0,"SE",10.68,674,NA,NA,NA,"SE",4.25,-51,NA,NA,NA,"SE",0.18,0,NA,NA,NA,"55 2"
"458","55","2",4,"dry","highway",NA,15,"SE",0.53,0,"SE",4.05,193,NA,NA,NA,"SE",4.72,-46,NA,NA,NA,"SE",0.15,0,NA,NA,NA,"55 2"
"459","55","2",8,"dry","highway",NA,15,"SE",0.75,0,"SE",0.78,-43,NA,NA,NA,"SE",4.72,-46,NA,NA,NA,"SE",0.17,0,NA,NA,NA,"55 2"
"460","55","2",12,"dry","highway",NA,15,"SE",0.62,0,"SE",2.64,91,NA,NA,NA,"SE",5.19,-41,NA,NA,NA,"SE",0.14,0,NA,NA,NA,"55 2"
"461","55","2",16,"dry","highway",NA,15,"SE",0.53,0,"SE",1.35,-2,NA,NA,NA,"SE",4.72,-46,NA,NA,NA,"SE",0.11,0,NA,NA,NA,"55 2"
"462","55","2",20,"dry","highway",NA,15,"SE",0.36,0,"SE",1.8,30,NA,NA,NA,"SE",5.43,-38,NA,NA,NA,"SE",0.11,0,NA,NA,NA,"55 2"
"463","55","2",25,"dry","highway",NA,15,"SE",0.47,0,"SE",1.57,14,NA,NA,NA,"SE",4.01,-54,NA,NA,NA,"SE",0.11,0,NA,NA,NA,"55 2"
"464","55","2",30,"dry","highway",NA,15,"SE",0.42,0,"SE",0.97,-30,NA,NA,NA,"SE",6.84,-22,NA,NA,NA,"SE",0.1,0,NA,NA,NA,"55 2"
"465","55","2",50,"dry","highway",NA,15,"SE",0.22,0,"SE",0.9,-35,NA,NA,NA,"SE",4.72,-46,NA,NA,NA,"SE",0.05,0,NA,NA,NA,"55 2"
"466","55","2",100,"dry","highway",NA,15,"SE",0,NA,"SE",1.38,0,NA,NA,NA,"SE",8.73,0,NA,NA,NA,"SE",0,NA,NA,NA,NA,"55 2"
"467","55","a",0,"dry","powerline",NA,15,"SE",0.38,0,"SE",51.45,2157,NA,NA,NA,"SE",2.38,-46,NA,NA,NA,"SE",0.08,0,NA,NA,NA,"55 a"
"468","55","a",2,"dry","powerline",NA,15,"SE",0.24,0,"SE",1.41,-38,NA,NA,NA,"SE",2.72,-38,NA,NA,NA,"SE",0.02,0,NA,NA,NA,"55 a"
"469","55","a",4,"dry","powerline",NA,15,"SE",0.4,0,"SE",7.85,244,NA,NA,NA,"SE",0.68,-85,NA,NA,NA,"SE",0.09,0,NA,NA,NA,"55 a"
"470","55","a",8,"dry","powerline",NA,15,"SE",0.4,0,"SE",1.31,-43,NA,NA,NA,"SE",3.4,-23,NA,NA,NA,"SE",0.09,0,NA,NA,NA,"55 a"
"471","55","a",12,"dry","powerline",NA,15,"SE",0.42,0,"SE",1.31,-43,NA,NA,NA,"SE",12.23,177,NA,NA,NA,"SE",0.07,0,NA,NA,NA,"55 a"
"472","55","a",16,"dry","powerline",NA,15,"SE",0.44,0,"SE",1,-56,NA,NA,NA,"SE",2.38,-46,NA,NA,NA,"SE",0.12,0,NA,NA,NA,"55 a"
"473","55","a",20,"dry","powerline",NA,15,"SE",0.47,0,"SE",0.64,-72,NA,NA,NA,"SE",1.7,-62,NA,NA,NA,"SE",0.11,0,NA,NA,NA,"55 a"
"474","55","a",25,"dry","powerline",NA,15,"SE",0.33,0,"SE",0.6,-74,NA,NA,NA,"SE",11.21,154,NA,NA,NA,"SE",0.08,0,NA,NA,NA,"55 a"
"475","55","a",30,"dry","powerline",NA,15,"SE",0.49,0,"SE",1.15,-50,NA,NA,NA,"SE",1.02,-77,NA,NA,NA,"SE",0.09,0,NA,NA,NA,"55 a"
"476","55","a",50,"dry","powerline",NA,15,"SE",0.36,0,"SE",2.85,25,NA,NA,NA,"SE",14.95,238,NA,NA,NA,"SE",0.06,0,NA,NA,NA,"55 a"
"477","55","a",100,"dry","powerline",NA,15,"SE",0,NA,"SE",2.28,0,NA,NA,NA,"SE",4.42,0,NA,NA,NA,"SE",0,NA,NA,NA,NA,"55 a"
"478","55","b",0,"wet","highway",NA,15,"SE",0.71,0,"SE",43.3,520,NA,NA,NA,"SE",4.25,-63,NA,NA,NA,"SE",0.09,0,NA,NA,NA,"55 b"
"479","55","b",2,"wet","highway",NA,15,"SE",0.73,0,"SE",2.1,-70,NA,NA,NA,"SE",7.31,-37,NA,NA,NA,"SE",0.15,0,NA,NA,NA,"55 b"
"480","55","b",4,"wet","highway",NA,15,"SE",0.6,0,"SE",1.94,-72,NA,NA,NA,"SE",8.02,-31,NA,NA,NA,"SE",0.1,0,NA,NA,NA,"55 b"
"481","55","b",8,"wet","highway",NA,15,"SE",0.42,0,"SE",3.1,-56,NA,NA,NA,"SE",7.08,-39,NA,NA,NA,"SE",0.09,0,NA,NA,NA,"55 b"
"482","55","b",12,"wet","highway",NA,15,"SE",0.4,0,"SE",1.83,-74,NA,NA,NA,"SE",8.26,-29,NA,NA,NA,"SE",0.11,0,NA,NA,NA,"55 b"
"483","55","b",16,"wet","highway",NA,15,"SE",0.31,0,"SE",1.17,-83,NA,NA,NA,"SE",8.26,-29,NA,NA,NA,"SE",0.07,0,NA,NA,NA,"55 b"
"484","55","b",20,"wet","highway",NA,15,"SE",0.24,0,"SE",1.41,-80,NA,NA,NA,"SE",10.14,-12,NA,NA,NA,"SE",0.06,0,NA,NA,NA,"55 b"
"485","55","b",25,"wet","highway",NA,15,"SE",0.36,0,"SE",1.67,-76,NA,NA,NA,"SE",9.44,-18,NA,NA,NA,"SE",0.05,0,NA,NA,NA,"55 b"
"486","55","b",30,"wet","highway",NA,15,"SE",0.24,0,"SE",1.34,-81,NA,NA,NA,"SE",5.9,-49,NA,NA,NA,"SE",0.05,0,NA,NA,NA,"55 b"
"487","55","b",50,"wet","highway",NA,15,"SE",0.11,0,"SE",3.4,-51,NA,NA,NA,"SE",2.83,-76,NA,NA,NA,"SE",0.02,0,NA,NA,NA,"55 b"
"488","55","b",100,"wet","highway",NA,15,"SE",0,NA,"SE",6.98,0,NA,NA,NA,"SE",11.56,0,NA,NA,NA,"SE",0,NA,NA,NA,NA,"55 b"
"489","58",NA,-10,NA,"pasture",NA,NA,"SD",0.57,-75,NA,NA,NA,NA,NA,NA,"SD",2.59,-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58 NA"
"490","58",NA,0,NA,"pasture",NA,NA,"SD",4.32,89,NA,NA,NA,NA,NA,NA,"SD",5.72,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58 NA"
"491","58",NA,50,NA,"pasture",NA,NA,"SD",2.28,0,NA,NA,NA,NA,NA,NA,"SD",4.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58 NA"
"492","60","a",-10,NA,"field","E",1,"SE",0.63,21,NA,NA,NA,"SE",2.18,12,"SE",1.21,7,"SE",0.78,117,NA,NA,NA,NA,NA,NA,"60 a"
"493","60","a",0,NA,"field","E",1,"SE",0.47,-10,NA,NA,NA,"SE",1.7,-12,"SE",1.28,13,"SE",0.52,44,NA,NA,NA,NA,NA,NA,"60 a"
"494","60","a",30,NA,"field","E",1,"SE",0.52,0,NA,NA,NA,"SE",1.94,0,"SE",1.13,0,"SE",0.36,0,NA,NA,NA,NA,NA,NA,"60 a"
"495","60","b",-10,NA,"stand","S",10,"SE",0.62,9,NA,NA,NA,"SE",2.66,9,"SE",1.14,-16,"SE",0.37,-21,NA,NA,NA,NA,NA,NA,"60 b"
"496","60","b",0,NA,"stand","S",10,"SE",0.48,-16,NA,NA,NA,"SE",2.66,9,"SE",1.43,5,"SE",0.31,-34,NA,NA,NA,NA,NA,NA,"60 b"
"497","60","b",30,NA,"stand","S",10,"SE",0.57,0,NA,NA,NA,"SE",2.43,0,"SE",1.36,0,"SE",0.47,0,NA,NA,NA,NA,NA,NA,"60 b"
"498","62",NA,0,NA,"sugarcane.field",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62 NA"
"499","62",NA,40,NA,"sugarcane.field",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62 NA"
"500","63",NA,0,"wet","clearing",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63 NA"
"501","63",NA,5,"wet","clearing",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63 NA"
"502","63",NA,10,"wet","clearing",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63 NA"
"503","63",NA,25,"wet","clearing",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63 NA"
"504","63",NA,50,"wet","clearing",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63 NA"
"505","63",NA,100,"wet","clearing",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63 NA"
"506","63",NA,250,"wet","clearing",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63 NA"
"507","66","a",-10,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 a"
"508","66","a",0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 a"
"509","66","a",23,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.2,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 a"
"510","66","a",45,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 a"
"511","66","b",-10,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 b"
"512","66","b",0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 b"
"513","66","b",22,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 b"
"514","66","b",45,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 b"
"515","66","c",-10,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 c"
"516","66","c",0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 c"
"517","66","c",23,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 c"
"518","66","c",45,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 c"
"519","66","d",-10,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.4,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 d"
"520","66","d",0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 d"
"521","66","d",32,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 d"
"522","66","d",64,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 d"
"523","66","e",-10,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 e"
"524","66","e",0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 e"
"525","66","e",44,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 e"
"526","66","e",88,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 e"
"527","66","f",-10,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 f"
"528","66","f",0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 f"
"529","66","f",31,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 f"
"530","66","f",61,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 f"
"531","66","g",-10,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 g"
"532","66","g",0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 g"
"533","66","g",26,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.2,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 g"
"534","66","g",51,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 g"
"535","66","h",-10,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 h"
"536","66","h",0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 h"
"537","66","h",32,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 h"
"538","66","h",64,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 h"
"539","66","i",-10,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 i"
"540","66","i",0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 i"
"541","66","i",36,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 i"
"542","66","i",71,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 i"
"543","66","j",-10,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 j"
"544","66","j",0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 j"
"545","66","j",22,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 j"
"546","66","j",43,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 j"
"547","66","k",-10,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 k"
"548","66","k",0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 k"
"549","66","k",34,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.2,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 k"
"550","66","k",67,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 k"
"551","66","l",-10,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 l"
"552","66","l",0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 l"
"553","66","l",20,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.2,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 l"
"554","66","l",40,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66 l"
"555","68","1",-10,"dry","pasture",NA,4,"SE",0.24,-61,NA,NA,NA,"SE",1.14,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 1"
"556","68","1",-5,"dry","pasture",NA,4,"SE",0.48,-21,NA,NA,NA,"SE",2.17,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 1"
"557","68","1",0,"dry","pasture",NA,4,"SE",0.44,-28,NA,NA,NA,"SE",0.41,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 1"
"558","68","1",5,"dry","pasture",NA,4,"SE",0.38,-38,NA,NA,NA,"SE",2.07,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 1"
"559","68","1",10,"dry","pasture",NA,4,"SE",0.41,-33,NA,NA,NA,"SE",2.59,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 1"
"560","68","1",15,"dry","pasture",NA,4,"SE",0.48,-21,NA,NA,NA,"SE",1.66,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 1"
"561","68","1",20,"dry","pasture",NA,4,"SE",0.48,-21,NA,NA,NA,"SE",0.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 1"
"562","68","1",25,"dry","pasture",NA,4,"SE",0.48,-21,NA,NA,NA,"SE",0.83,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 1"
"563","68","1",30,"dry","pasture",NA,4,"SE",0.31,-49,NA,NA,NA,"SE",0.93,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 1"
"564","68","1",35,"dry","pasture",NA,4,"SE",0.61,0,NA,NA,NA,"SE",0,-100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 1"
"565","68","1",40,"dry","pasture",NA,4,"SE",0.48,-21,NA,NA,NA,"SE",0,-100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 1"
"566","68","1",45,"dry","pasture",NA,4,"SE",0.61,0,NA,NA,NA,"SE",0,-100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 1"
"567","68","1",50,"dry","pasture",NA,4,"SE",0.61,0,NA,NA,NA,"SE",0.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 1"
"568","68","2",-10,"dry","pasture",NA,15,"SE",0.31,121,NA,NA,NA,"SE",1.67,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 2"
"569","68","2",-5,"dry","pasture",NA,15,"SE",0.58,314,NA,NA,NA,"SE",2.55,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 2"
"570","68","2",0,"dry","pasture",NA,15,"SE",0.95,579,NA,NA,NA,"SE",2.06,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 2"
"571","68","2",5,"dry","pasture",NA,15,"SE",1.19,750,NA,NA,NA,"SE",2.65,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 2"
"572","68","2",10,"dry","pasture",NA,15,"SE",0.82,486,NA,NA,NA,"SE",1.76,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 2"
"573","68","2",15,"dry","pasture",NA,15,"SE",0.72,414,NA,NA,NA,"SE",1.76,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 2"
"574","68","2",20,"dry","pasture",NA,15,"SE",0.61,336,NA,NA,NA,"SE",0.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 2"
"575","68","2",25,"dry","pasture",NA,15,"SE",0.61,336,NA,NA,NA,"SE",1.37,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 2"
"576","68","2",30,"dry","pasture",NA,15,"SE",0.48,243,NA,NA,NA,"SE",1.08,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 2"
"577","68","2",35,"dry","pasture",NA,15,"SE",0.27,93,NA,NA,NA,"SE",1.47,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 2"
"578","68","2",40,"dry","pasture",NA,15,"SE",0.17,21,NA,NA,NA,"SE",0,-100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 2"
"579","68","2",45,"dry","pasture",NA,15,"SE",0.17,21,NA,NA,NA,"SE",0.59,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 2"
"580","68","2",50,"dry","pasture",NA,15,"SE",0.14,0,NA,NA,NA,"SE",0.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68 2"
"581","68","a",-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.65,150,NA,NA,NA,NA,NA,NA,"68 a"
"582","68","a",-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.39,50,NA,NA,NA,NA,NA,NA,"68 a"
"583","68","a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SE",0.22,-15,NA,NA,NA,NA,NA,NA,"68 a"
