"article.id","segment_n","just.dist","idseg","stat_sig","percent_diff","season","matrix_type","edge_orient","edge_age_years","SD_SE_CI_V","SD_SE_CI_V_n","full_diff","PAR_var","PAR_var_n","percentPAR_diff","RH_var","RH_var_n","percentrh_diff","SM_var","SM_var_n","percentsm_diff","ST_var","ST_var_n","percentst_diff","VPD_var","VPD_var_n","percentVPD_diff","WS_var","WS_var_n","percentws_diff"
"47","b",25,"47 b",NA,2,"dry","savanna","NE",NA,NA,NA,0.330000000000002,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA
"47","b",40,"47 b",NA,1,"dry","savanna","NE",NA,NA,NA,0.120000000000001,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"47","b",60,"47 b",NA,0,"dry","savanna","NE",NA,NA,NA,0.0600000000000023,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
"47","b",80,"47 b",NA,0,"dry","savanna","NE",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"47","c",-5,"47 c",NA,18,"dry","savanna","NE",NA,NA,NA,3.76,NA,NA,NA,NA,NA,-16,NA,NA,NA,NA,NA,NA,NA,NA,304,NA,NA,NA
"47","c",-2,"47 c",NA,7,"dry","savanna","NE",NA,NA,NA,1.42,NA,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,NA
"47","c",0,"47 c",NA,5,"dry","savanna","NE",NA,NA,NA,1.07,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
"47","c",2,"47 c",NA,5,"dry","savanna","NE",NA,NA,NA,1.07,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA
"47","c",5,"47 c",NA,5,"dry","savanna","NE",NA,NA,NA,1.08,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA
"47","c",10,"47 c",NA,2,"dry","savanna","NE",NA,NA,NA,0.32,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA
"47","c",15,"47 c",NA,2,"dry","savanna","NE",NA,NA,NA,0.32,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA
"47","c",25,"47 c",NA,0,"dry","savanna","NE",NA,NA,NA,0.0499999999999972,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
"47","c",40,"47 c",NA,1,"dry","savanna","NE",NA,NA,NA,0.119999999999997,NA,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
"47","c",80,"47 c",NA,0,"dry","savanna","NE",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"50",NA,0,"50 NA",NA,10,NA,"grassland",NA,NA,"SE",0.22,2.1,NA,NA,0,"SE",1.29,-9,"SE",1.93,-36,"SE",0.37,5,NA,NA,NA,NA,NA,NA
"50",NA,15,"50 NA",NA,6,NA,"grassland",NA,NA,"SE",0.16,1.36,NA,NA,9,"SE",0.95,-6,"SE",2.17,-11,"SE",0.23,2,NA,NA,NA,NA,NA,NA
"50",NA,30,"50 NA",NA,3,NA,"grassland",NA,NA,"SE",0.29,0.620000000000001,NA,NA,10,"SE",0.95,-3,"SE",1.93,-9,"SE",0.23,-2,NA,NA,NA,NA,NA,NA
"50",NA,45,"50 NA",NA,0,NA,"grassland",NA,NA,"SE",0.5,0,NA,NA,9,"SE",0.6,0,"SE",2.41,0,"SE",0.25,0,NA,NA,NA,NA,NA,NA
"53","a",-10,"53 a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",4.5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","a",0,"53 a","N",3,NA,"eucalyptus.farm","NE",NA,"CI",2.25,0.800000000000001,NA,NA,NA,"CI",4.4,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","a",10,"53 a","N",3,NA,"eucalyptus.farm","NE",NA,"CI",2.2,0.699999999999999,NA,NA,NA,"CI",4.3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","a",20,"53 a","N",1,NA,"eucalyptus.farm","NE",NA,"CI",2.05,0.300000000000001,NA,NA,NA,"CI",4.2,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","a",30,"53 a","N",0,NA,"eucalyptus.farm","NE",NA,"CI",2,0,NA,NA,NA,"CI",4.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","b",-10,"53 b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CI",4.2,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","b",0,"53 b","Y",4,NA,"eucalyptus.farm","NE",NA,"CI",2.1,1.1,NA,NA,NA,"CI",4.3,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","b",10,"53 b","Y",3,NA,"eucalyptus.farm","NE",NA,"CI",2,0.800000000000001,NA,NA,NA,"CI",4.15,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","b",20,"53 b","N",2,NA,"eucalyptus.farm","NE",NA,"CI",1.95,0.5,NA,NA,NA,"CI",4,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","b",30,"53 b","N",0,NA,"eucalyptus.farm","NE",NA,"CI",1.85,0,NA,NA,NA,"CI",3.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","1",0,"55 1",NA,NA,"wet","powerline",NA,15,"SE",1.27,0.49,"SE",3.65,NA,NA,NA,NA,"SE",3.06,18,NA,NA,NA,"SE",0.3,NA,NA,NA,NA
"55","1",2,"55 1",NA,NA,"wet","powerline",NA,15,"SE",0.95,-0.45,"SE",3.21,NA,NA,NA,NA,"SE",3.4,17,NA,NA,NA,"SE",0.16,NA,NA,NA,NA
"55","1",4,"55 1",NA,NA,"wet","powerline",NA,15,"SE",0.87,-0.78,"SE",7.12,NA,NA,NA,NA,"SE",3.4,25,NA,NA,NA,"SE",0.21,NA,NA,NA,NA
"55","1",8,"55 1",NA,NA,"wet","powerline",NA,15,"SE",0.64,-0.78,"SE",3.81,NA,NA,NA,NA,"SE",2.04,18,NA,NA,NA,"SE",0.21,NA,NA,NA,NA
"55","1",12,"55 1",NA,NA,"wet","powerline",NA,15,"SE",0.6,-0.89,"SE",0.27,NA,NA,NA,NA,"SE",4.76,17,NA,NA,NA,"SE",0.19,NA,NA,NA,NA
"55","1",16,"55 1",NA,NA,"wet","powerline",NA,15,"SE",0.58,-0.89,"SE",0.95,NA,NA,NA,NA,"SE",3.06,9,NA,NA,NA,"SE",0.22,NA,NA,NA,NA
"55","1",20,"55 1",NA,NA,"wet","powerline",NA,15,"SE",0.42,-0.6,"SE",0.5,NA,NA,NA,NA,"SE",3.74,23,NA,NA,NA,"SE",0.24,NA,NA,NA,NA
"55","1",25,"55 1",NA,NA,"wet","powerline",NA,15,"SE",0.71,-0.41,"SE",3.72,NA,NA,NA,NA,"SE",1.36,16,NA,NA,NA,"SE",0.3,NA,NA,NA,NA
"55","1",30,"55 1",NA,NA,"wet","powerline",NA,15,"SE",0.51,-0.74,"SE",2.64,NA,NA,NA,NA,"SE",1.36,20,NA,NA,NA,"SE",0.25,NA,NA,NA,NA
"55","1",50,"55 1",NA,NA,"wet","powerline",NA,15,"SE",0.22,-0.23,"SE",4.19,NA,NA,NA,NA,"SE",3.06,21,NA,NA,NA,"SE",0.15,NA,NA,NA,NA
"55","1",100,"55 1",NA,NA,"wet","powerline",NA,15,"SE",0,0,"SE",1.83,NA,NA,NA,NA,"SE",3.4,0,NA,NA,NA,"SE",0,NA,NA,NA,NA
"55","2",0,"55 2",NA,NA,"dry","highway",NA,15,"SE",0.67,1.63,"SE",7.42,NA,NA,NA,NA,"SE",3.54,-2,NA,NA,NA,"SE",0.11,NA,NA,NA,NA
"55","2",2,"55 2",NA,NA,"dry","highway",NA,15,"SE",0.51,1.36,"SE",10.68,NA,NA,NA,NA,"SE",4.25,4,NA,NA,NA,"SE",0.18,NA,NA,NA,NA
"55","2",4,"55 2",NA,NA,"dry","highway",NA,15,"SE",0.53,0.59,"SE",4.05,NA,NA,NA,NA,"SE",4.72,4,NA,NA,NA,"SE",0.15,NA,NA,NA,NA
"55","2",8,"55 2",NA,NA,"dry","highway",NA,15,"SE",0.75,0.36,"SE",0.78,NA,NA,NA,NA,"SE",4.72,12,NA,NA,NA,"SE",0.17,NA,NA,NA,NA
"55","2",12,"55 2",NA,NA,"dry","highway",NA,15,"SE",0.62,-0.06,"SE",2.64,NA,NA,NA,NA,"SE",5.19,15,NA,NA,NA,"SE",0.14,NA,NA,NA,NA
"55","2",16,"55 2",NA,NA,"dry","highway",NA,15,"SE",0.53,-0.44,"SE",1.35,NA,NA,NA,NA,"SE",4.72,10,NA,NA,NA,"SE",0.11,NA,NA,NA,NA
"55","2",20,"55 2",NA,NA,"dry","highway",NA,15,"SE",0.36,-0.24,"SE",1.8,NA,NA,NA,NA,"SE",5.43,19,NA,NA,NA,"SE",0.11,NA,NA,NA,NA
"55","2",25,"55 2",NA,NA,"dry","highway",NA,15,"SE",0.47,0.01,"SE",1.57,NA,NA,NA,NA,"SE",4.01,21,NA,NA,NA,"SE",0.11,NA,NA,NA,NA
"55","2",30,"55 2",NA,NA,"dry","highway",NA,15,"SE",0.42,0.16,"SE",0.97,NA,NA,NA,NA,"SE",6.84,13,NA,NA,NA,"SE",0.1,NA,NA,NA,NA
"55","2",50,"55 2",NA,NA,"dry","highway",NA,15,"SE",0.22,-0.3,"SE",0.9,NA,NA,NA,NA,"SE",4.72,17,NA,NA,NA,"SE",0.05,NA,NA,NA,NA
"55","2",100,"55 2",NA,NA,"dry","highway",NA,15,"SE",0,0,"SE",1.38,NA,NA,NA,NA,"SE",8.73,0,NA,NA,NA,"SE",0,NA,NA,NA,NA
"55","a",0,"55 a",NA,NA,"dry","powerline",NA,15,"SE",0.38,2.88,"SE",51.45,NA,NA,NA,NA,"SE",2.38,7,NA,NA,NA,"SE",0.08,NA,NA,NA,NA
"55","a",2,"55 a",NA,NA,"dry","powerline",NA,15,"SE",0.24,1.64,"SE",1.41,NA,NA,NA,NA,"SE",2.72,20,NA,NA,NA,"SE",0.02,NA,NA,NA,NA
"55","a",4,"55 a",NA,NA,"dry","powerline",NA,15,"SE",0.4,1.2,"SE",7.85,NA,NA,NA,NA,"SE",0.68,21,NA,NA,NA,"SE",0.09,NA,NA,NA,NA
"55","a",8,"55 a",NA,NA,"dry","powerline",NA,15,"SE",0.4,1.42,"SE",1.31,NA,NA,NA,NA,"SE",3.4,23,NA,NA,NA,"SE",0.09,NA,NA,NA,NA
"55","a",12,"55 a",NA,NA,"dry","powerline",NA,15,"SE",0.42,0.93,"SE",1.31,NA,NA,NA,NA,"SE",12.23,28,NA,NA,NA,"SE",0.07,NA,NA,NA,NA
"55","a",16,"55 a",NA,NA,"dry","powerline",NA,15,"SE",0.44,0.73,"SE",1,NA,NA,NA,NA,"SE",2.38,8,NA,NA,NA,"SE",0.12,NA,NA,NA,NA
"55","a",20,"55 a",NA,NA,"dry","powerline",NA,15,"SE",0.47,0.39,"SE",0.64,NA,NA,NA,NA,"SE",1.7,12,NA,NA,NA,"SE",0.11,NA,NA,NA,NA
"55","a",25,"55 a",NA,NA,"dry","powerline",NA,15,"SE",0.33,0.88,"SE",0.6,NA,NA,NA,NA,"SE",11.21,29,NA,NA,NA,"SE",0.08,NA,NA,NA,NA
"55","a",30,"55 a",NA,NA,"dry","powerline",NA,15,"SE",0.49,0.62,"SE",1.15,NA,NA,NA,NA,"SE",1.02,18,NA,NA,NA,"SE",0.09,NA,NA,NA,NA
"55","a",50,"55 a",NA,NA,"dry","powerline",NA,15,"SE",0.36,0.5,"SE",2.85,NA,NA,NA,NA,"SE",14.95,-4,NA,NA,NA,"SE",0.06,NA,NA,NA,NA
"55","a",100,"55 a",NA,NA,"dry","powerline",NA,15,"SE",0,0,"SE",2.28,NA,NA,NA,NA,"SE",4.42,0,NA,NA,NA,"SE",0,NA,NA,NA,NA
"55","b",0,"55 b",NA,NA,"wet","highway",NA,15,"SE",0.71,1.96,"SE",43.3,NA,NA,NA,NA,"SE",4.25,-14,NA,NA,NA,"SE",0.09,NA,NA,NA,NA
"55","b",2,"55 b",NA,NA,"wet","highway",NA,15,"SE",0.73,1.43,"SE",2.1,NA,NA,NA,NA,"SE",7.31,1,NA,NA,NA,"SE",0.15,NA,NA,NA,NA
"55","b",4,"55 b",NA,NA,"wet","highway",NA,15,"SE",0.6,0.96,"SE",1.94,NA,NA,NA,NA,"SE",8.02,-4,NA,NA,NA,"SE",0.1,NA,NA,NA,NA
"55","b",8,"55 b",NA,NA,"wet","highway",NA,15,"SE",0.42,0.87,"SE",3.1,NA,NA,NA,NA,"SE",7.08,-1,NA,NA,NA,"SE",0.09,NA,NA,NA,NA
"55","b",12,"55 b",NA,NA,"wet","highway",NA,15,"SE",0.4,0.54,"SE",1.83,NA,NA,NA,NA,"SE",8.26,7,NA,NA,NA,"SE",0.11,NA,NA,NA,NA
"55","b",16,"55 b",NA,NA,"wet","highway",NA,15,"SE",0.31,0.41,"SE",1.17,NA,NA,NA,NA,"SE",8.26,5,NA,NA,NA,"SE",0.07,NA,NA,NA,NA
"55","b",20,"55 b",NA,NA,"wet","highway",NA,15,"SE",0.24,0.05,"SE",1.41,NA,NA,NA,NA,"SE",10.14,10,NA,NA,NA,"SE",0.06,NA,NA,NA,NA
"55","b",25,"55 b",NA,NA,"wet","highway",NA,15,"SE",0.36,0.12,"SE",1.67,NA,NA,NA,NA,"SE",9.44,13,NA,NA,NA,"SE",0.05,NA,NA,NA,NA
"55","b",30,"55 b",NA,NA,"wet","highway",NA,15,"SE",0.24,-0.04,"SE",1.34,NA,NA,NA,NA,"SE",5.9,6,NA,NA,NA,"SE",0.05,NA,NA,NA,NA
"55","b",50,"55 b",NA,NA,"wet","highway",NA,15,"SE",0.11,0.21,"SE",3.4,NA,NA,NA,NA,"SE",2.83,0,NA,NA,NA,"SE",0.02,NA,NA,NA,NA
"55","b",100,"55 b",NA,NA,"wet","highway",NA,15,"SE",0,0,"SE",6.98,NA,NA,NA,NA,"SE",11.56,0,NA,NA,NA,"SE",0,NA,NA,NA,NA
"58",NA,-10,"58 NA",NA,165,NA,"pasture",NA,NA,"SD",0.57,19.34,NA,NA,1137,NA,NA,NA,"SD",2.59,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,0,"58 NA",NA,47,NA,"pasture",NA,NA,"SD",4.32,5.58,NA,NA,162,NA,NA,NA,"SD",5.72,-36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,50,"58 NA",NA,0,NA,"pasture",NA,NA,"SD",2.28,0,NA,NA,0,NA,NA,NA,"SD",4.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","a",-10,"60 a",NA,22,NA,"field","E",1,"SE",0.63,4.92,NA,NA,NA,"SE",2.18,-24,"SE",1.21,-2,"SE",0.78,27,NA,NA,NA,NA,NA,NA
"60","a",0,"60 a",NA,4,NA,"field","E",1,"SE",0.47,0.91,NA,NA,NA,"SE",1.7,-10,"SE",1.28,-9,"SE",0.52,5,NA,NA,NA,NA,NA,NA
"60","a",30,"60 a",NA,0,NA,"field","E",1,"SE",0.52,0,NA,NA,NA,"SE",1.94,0,"SE",1.13,0,"SE",0.36,0,NA,NA,NA,NA,NA,NA
"60","b",-10,"60 b",NA,2,NA,"stand","S",10,"SE",0.62,0.379999999999999,NA,NA,NA,"SE",2.66,-9,"SE",1.14,11,"SE",0.37,3,NA,NA,NA,NA,NA,NA
"60","b",0,"60 b",NA,1,NA,"stand","S",10,"SE",0.48,0.239999999999998,NA,NA,NA,"SE",2.66,-5,"SE",1.43,16,"SE",0.31,3,NA,NA,NA,NA,NA,NA
"60","b",30,"60 b",NA,0,NA,"stand","S",10,"SE",0.57,0,NA,NA,NA,"SE",2.43,0,"SE",1.36,0,"SE",0.47,0,NA,NA,NA,NA,NA,NA
"62",NA,0,"62 NA",NA,14,NA,"sugarcane.field",NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,40,"62 NA","Y",0,NA,"sugarcane.field",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,0,"63 NA",NA,9,"wet","clearing",NA,0,NA,NA,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
"63",NA,5,"63 NA",NA,9,"wet","clearing",NA,0,NA,NA,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
"63",NA,10,"63 NA",NA,8,"wet","clearing",NA,0,NA,NA,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA
"63",NA,25,"63 NA",NA,7,"wet","clearing",NA,0,NA,NA,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA
"63",NA,50,"63 NA",NA,6,"wet","clearing",NA,0,NA,NA,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA
"63",NA,100,"63 NA",NA,1,"wet","clearing",NA,0,NA,NA,0.289999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA
"63",NA,250,"63 NA",NA,0,"wet","clearing",NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"66","a",-10,"66 a",NA,7,NA,"prairie",NA,NA,"SD",0.1,1.8,NA,NA,NA,"SD",0.3,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","a",0,"66 a",NA,4,NA,"prairie",NA,NA,"SD",0.1,1.1,NA,NA,NA,"SD",0.3,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","a",23,"66 a",NA,1,NA,"prairie",NA,NA,"SD",0.1,0.400000000000002,NA,NA,NA,"SD",0.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","a",45,"66 a",NA,0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","b",-10,"66 b",NA,4,NA,"prairie",NA,NA,"SD",0.1,1.2,NA,NA,NA,"SD",0.3,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","b",0,"66 b",NA,6,NA,"prairie",NA,NA,"SD",0.1,1.7,NA,NA,NA,"SD",0.3,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","b",22,"66 b",NA,1,NA,"prairie",NA,NA,"SD",0.1,0.199999999999999,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","b",45,"66 b",NA,0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","c",-10,"66 c",NA,7,NA,"prairie",NA,NA,"SD",0.1,2,NA,NA,NA,"SD",0.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","c",0,"66 c",NA,7,NA,"prairie",NA,NA,"SD",0.1,1.8,NA,NA,NA,"SD",0.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","c",23,"66 c",NA,0,NA,"prairie",NA,NA,"SD",0.1,0.0999999999999979,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","c",45,"66 c",NA,0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","d",-10,"66 d",NA,-7,NA,"prairie",NA,NA,"SD",0.1,-2.1,NA,NA,NA,"SD",0.4,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","d",0,"66 d",NA,4,NA,"prairie",NA,NA,"SD",0.1,1.1,NA,NA,NA,"SD",0.3,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","d",32,"66 d",NA,1,NA,"prairie",NA,NA,"SD",0.1,0.400000000000002,NA,NA,NA,"SD",0.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","d",64,"66 d",NA,0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","e",-10,"66 e",NA,7,NA,"prairie",NA,NA,"SD",0.1,2,NA,NA,NA,"SD",0.3,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","e",0,"66 e",NA,7,NA,"prairie",NA,NA,"SD",0.1,2,NA,NA,NA,"SD",0.3,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","e",44,"66 e",NA,0,NA,"prairie",NA,NA,"SD",0.1,-0.0999999999999979,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","e",88,"66 e",NA,0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","f",-10,"66 f",NA,8,NA,"prairie",NA,NA,"SD",0.1,2.1,NA,NA,NA,"SD",0.3,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","f",0,"66 f",NA,6,NA,"prairie",NA,NA,"SD",0.1,1.6,NA,NA,NA,"SD",0.3,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","f",31,"66 f",NA,4,NA,"prairie",NA,NA,"SD",0.1,1.1,NA,NA,NA,"SD",0.3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","f",61,"66 f",NA,0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","g",-10,"66 g",NA,5,NA,"prairie",NA,NA,"SD",0.1,1.4,NA,NA,NA,"SD",0.3,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","g",0,"66 g",NA,2,NA,"prairie",NA,NA,"SD",0.1,0.599999999999998,NA,NA,NA,"SD",0.3,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","g",26,"66 g",NA,0,NA,"prairie",NA,NA,"SD",0.1,-0.100000000000001,NA,NA,NA,"SD",0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","g",51,"66 g",NA,0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","h",-10,"66 h",NA,5,NA,"prairie",NA,NA,"SD",0.1,1.4,NA,NA,NA,"SD",0.3,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","h",0,"66 h",NA,5,NA,"prairie",NA,NA,"SD",0.1,1.3,NA,NA,NA,"SD",0.3,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","h",32,"66 h",NA,4,NA,"prairie",NA,NA,"SD",0.1,1.1,NA,NA,NA,"SD",0.3,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","h",64,"66 h",NA,0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","i",-10,"66 i",NA,5,NA,"prairie",NA,NA,"SD",0.1,1.4,NA,NA,NA,"SD",0.3,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","i",0,"66 i",NA,5,NA,"prairie",NA,NA,"SD",0.1,1.4,NA,NA,NA,"SD",0.3,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","i",36,"66 i",NA,-1,NA,"prairie",NA,NA,"SD",0.1,-0.199999999999999,NA,NA,NA,"SD",0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","i",71,"66 i",NA,0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","j",-10,"66 j",NA,1,NA,"prairie",NA,NA,"SD",0.1,0.199999999999999,NA,NA,NA,"SD",0.3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","j",0,"66 j",NA,0,NA,"prairie",NA,NA,"SD",0.1,0.0999999999999979,NA,NA,NA,"SD",0.3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","j",22,"66 j",NA,0,NA,"prairie",NA,NA,"SD",0.1,0.0999999999999979,NA,NA,NA,"SD",0.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","j",43,"66 j",NA,0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","k",-10,"66 k",NA,12,NA,"prairie",NA,NA,"SD",0.1,3.1,NA,NA,NA,"SD",0.3,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","k",0,"66 k",NA,9,NA,"prairie",NA,NA,"SD",0.1,2.4,NA,NA,NA,"SD",0.3,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","k",34,"66 k",NA,5,NA,"prairie",NA,NA,"SD",0.1,1.4,NA,NA,NA,"SD",0.2,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","k",67,"66 k",NA,0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","l",-10,"66 l",NA,1,NA,"prairie",NA,NA,"SD",0.1,0.300000000000001,NA,NA,NA,"SD",0.3,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","l",0,"66 l",NA,-1,NA,"prairie",NA,NA,"SD",0.1,-0.199999999999999,NA,NA,NA,"SD",0.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","l",20,"66 l",NA,-1,NA,"prairie",NA,NA,"SD",0.1,-0.400000000000002,NA,NA,NA,"SD",0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","l",40,"66 l",NA,0,NA,"prairie",NA,NA,"SD",0.1,0,NA,NA,NA,"SD",0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
